activity_identifier,result_ref,indicator_ref,indicator_measure,ascending,aggregation_status,sector,title,description,baseline_year,baseline_iso_date,baseline_value,baseline_comment
XM-DAC-46007-500930,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,NULL,0,NULL
XM-DAC-46007-500930,result_1,result_1_20,1,1,NULL,"Agronegocios, Desarrollo Rural ",Área bajo riego,"Área en hectáreas en la cual se construyó un sistema de riego a raíz del desarrollo del proyecto. Por área bajo riego se entenderá el área donde se realiza la aplicación artificial de agua para beneficiar los cultivos. Por ejemplo: riego por goteo, aspersión, entre otros. ",2023,NULL,0,NULL
XM-DAC-46007-500938,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",NULL,NULL,22018,NULL
XM-DAC-46007-500938,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,NULL,NULL,64,NULL
XM-DAC-46007-500938,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,NULL,NULL,102,NULL
XM-DAC-46007-500940,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2023,NULL,1595505,NULL
XM-DAC-46007-500940,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,2,NULL
XM-DAC-46007-500940,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,4,NULL
XM-DAC-46007-500995,result_2,result_2_13,1,1,NULL,Salud,"Número de centros de atención médica (hospitales, centros de salud, etc) a intervenir","Cantidad de establecimientos de salud (hospitales, clínicas, centros de salud, puestos médicos u otras instalaciones sanitarias) beneficiados con obras de construcción, ampliación, rehabilitación o mantenimiento en el marco del proyecto.",2023,NULL,0,NULL
XM-DAC-46007-500995,result_2,result_2_12,1,1,NULL,Salud,Área de construcción - salud,Cantidad de metros cuadrados construidos y rehabilitados por el proyecto correspondientes a infraestructura orientada a la atención del sector salud.,2023,NULL,0,NULL
XM-DAC-46007-500995,result_2,result_2_11,1,1,NULL,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2023,NULL,0,NULL
XM-DAC-46007-500995,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2023,NULL,233583,NULL
XM-DAC-46007-500995,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,218,NULL
XM-DAC-46007-500995,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,NULL,910,NULL
XM-DAC-46007-500995,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,259,NULL
XM-DAC-46007-500995,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,NULL,1081,NULL
XM-DAC-46007-501078,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2023,NULL,0,NULL
XM-DAC-46007-501078,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2023,NULL,0,NULL
XM-DAC-46007-501078,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2023,NULL,43664,NULL
XM-DAC-46007-501078,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,0,NULL
XM-DAC-46007-501078,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,612,NULL
XM-DAC-46007-501078,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,NULL,1368,NULL
XM-DAC-46007-501079,result_2,result_2_21,1,1,NULL,Financiero,Mipymes - asociaciones (financiamiento directo),"Cantidad de personas jurídicas y asociaciones que obtuvieron financiamiento directo para propósitos de producción, riego, entre otros.  ",2023,NULL,0,NULL
XM-DAC-46007-501079,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2023,NULL,0,NULL
XM-DAC-46007-501079,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,0,NULL
XM-DAC-46007-501079,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,NULL,20,NULL
XM-DAC-46007-501108,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2024,NULL,0,NULL
XM-DAC-46007-501108,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501108,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2024,NULL,0,NULL
XM-DAC-46007-501108,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,NULL,36628,NULL
XM-DAC-46007-501108,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501108,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,103,NULL
XM-DAC-46007-501108,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501108,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,206,NULL
XM-DAC-46007-501111,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2024,NULL,0,NULL
XM-DAC-46007-501111,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501111,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,NULL,5734801,NULL
XM-DAC-46007-501111,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,36,NULL
XM-DAC-46007-501111,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,30033,NULL
XM-DAC-46007-501111,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,104,NULL
XM-DAC-46007-501114,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501114,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2024,NULL,0,NULL
XM-DAC-46007-501114,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,NULL,21951,NULL
XM-DAC-46007-501114,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501114,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501114,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501128,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,NULL,43428,NULL
XM-DAC-46007-501128,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501128,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501128,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501128,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501128,result_1,result_1_7,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2024,NULL,1500,NULL
XM-DAC-46007-501128,result_1,result_1_6,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2024,NULL,5738,NULL
XM-DAC-46007-501138,result_3,result_3_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2024,NULL,0,NULL
XM-DAC-46007-501138,result_3,result_3_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501138,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,NULL,19767,NULL
XM-DAC-46007-501138,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501138,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,37,NULL
XM-DAC-46007-501138,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501138,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,114,NULL
XM-DAC-46007-501138,result_1,result_1_7,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501140,result_2,result_2_5,1,1,NULL,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2025,NULL,198.8,NULL
XM-DAC-46007-501140,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,49650800,NULL
XM-DAC-46007-501140,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501140,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,10,NULL
XM-DAC-46007-501140,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501140,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,103,NULL
XM-DAC-46007-501142,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,NULL,139788,NULL
XM-DAC-46007-501142,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501142,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,8,NULL
XM-DAC-46007-501142,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501142,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,84,NULL
XM-DAC-46007-501142,result_1,result_1_6,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2024,NULL,23707,NULL
XM-DAC-46007-501148,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,NULL,7444090,NULL
XM-DAC-46007-501148,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501148,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501149,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,NULL,0,NULL
XM-DAC-46007-501149,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501149,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501149,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501149,result_1,result_1_9,1,1,NULL,Educación,Área de construcción - educación,"Cantidad de metros cuadrados de centros educativos construidos y rehabilitados en el proyecto, incluidas las ampliaciones tales como áreas cívicas, canchas deportivas, bibliotecas, laboratorios, auditorios, salones de usos múltiples, entre otros. ",2024,NULL,0,NULL
XM-DAC-46007-501149,result_1,result_1_8,1,1,NULL,Educación,Aulas construidas y rehabilitadas,Cantidad de aulas construidas y rehabilitadas en el proyecto. ,2024,NULL,0,NULL
XM-DAC-46007-501149,result_1,result_1_10,1,1,NULL,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2024,NULL,0,NULL
XM-DAC-46007-501151,result_2,result_2_5,1,1,NULL,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2024,NULL,0,NULL
XM-DAC-46007-501151,result_2,result_2_3,1,1,NULL,Energía,Potencia,"Cantidad de energía producida por el proyecto o programa por unidad de tiempo; es decir, lo máximo que pueden desarrollar el proyecto en un momento dado en vatios de electricidad (El Mega Watts o Mega Vatio equivale a 1 millón de Vatios  = 1 millón de julio por segundo).",2024,NULL,0,NULL
XM-DAC-46007-501151,result_1,result_1_29,1,1,NULL,Efectos,Emisiones de CO2 (tonelada de CO2 anuales),"Toneladas de emisiones de dióxido de carbono anuales reducidas a raíz del proyecto. Este indicador aplica para proyectos con enfoques de eficiencia energética, proyectos de energía renovable, así como para proyectos de procesamiento y distribución.",2024,NULL,36344,NULL
XM-DAC-46007-501151,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,NULL,0,NULL
XM-DAC-46007-501151,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501151,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501151,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501151,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501159,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2024,NULL,0,NULL
XM-DAC-46007-501159,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2024,NULL,0,NULL
XM-DAC-46007-501159,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,NULL,8008,NULL
XM-DAC-46007-501159,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501159,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501159,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501159,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,NULL,0,NULL
XM-DAC-46007-501162,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,721800,NULL
XM-DAC-46007-501162,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501162,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501162,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501162,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501162,result_1,result_1_7,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501187,result_2,result_2_12,1,1,NULL,Salud,Área de construcción - salud,Cantidad de metros cuadrados construidos y rehabilitados por el proyecto correspondientes a infraestructura orientada a la atención del sector salud.,2025,NULL,26000,NULL
XM-DAC-46007-501187,result_2,result_2_11,1,1,NULL,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2025,NULL,301,NULL
XM-DAC-46007-501187,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,1191901.86,NULL
XM-DAC-46007-501187,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501187,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,2102,NULL
XM-DAC-46007-501193,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",NULL,NULL,65471,NULL
XM-DAC-46007-501193,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,NULL,NULL,455,NULL
XM-DAC-46007-501193,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,NULL,NULL,974,NULL
XM-DAC-46007-501217,result_3,result_3_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2025,NULL,0,NULL
XM-DAC-46007-501217,result_3,result_3_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501217,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,5376,NULL
XM-DAC-46007-501217,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501217,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,37,NULL
XM-DAC-46007-501217,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501217,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,104,NULL
XM-DAC-46007-501217,result_1,result_1_7,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501218,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2025,NULL,0,NULL
XM-DAC-46007-501218,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,317580,NULL
XM-DAC-46007-501218,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501218,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,38,NULL
XM-DAC-46007-501218,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
