activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XM-DAC-46008-cfa011750,1,2,"Esta operación se circunscribe al marco de la Línea de Crédito Contingente Regional No Comprometida y No Revolvente para el Apoyo y el Fortalecimiento Sectorial de los Sistemas Sanitarios en el marco de la pandemia por COVID-19 (la “Línea de Crédito Sectorial”), aprobada por el Directorio de CAF mediante Resolución No. 2375/2021 del 2 de marzo de 2021. Mediante la Línea de Crédito Sectorial se prevé contribuir con operaciones de libre disponibilidad y rápido desembolso, bajo la modalidad de crédito de Enfoque Sectorial Amplio (SWAp), para coadyuvar a los países accionistas de CAF en el fortalecimiento de sus sistemas de salud, reconociendo y promoviendo las medidas que están aplicando los gobiernos para mitigar los impactos en el sistema sanitario por efecto de la pandemia por COVID-19. Específicamente en el caso de Bolivia, en el marco de la Línea de Crédito Sectorial, se solicitó un préstamo de libre disponibilidad y rápido desembolso con el objeto de adquirir y distribuir vacunas eficaces y seguras, así como los diversos gastos asociados al fortalecimiento del sistema de salud para acciones de emergencia. El Programa se ha estructurado, considerando los objetivos propuestos, con los siguientes componentes: (i) Compra y distribución de vacunas eficaces y seguras contra la COVID-19< y (ii) Comisión de financiamiento CAF. ",,1
XM-DAC-46008-cfa007996,2,1,"""El objetivo general del """"Proyecto"""" es la reforma y adecuación del Estadio de Maracaná para la Copa del Mundo 2014, que albergará el partido final y la ceremonia de clausura.""",,1
XM-DAC-46008-cfa007996,1,2,"Para cumplir con las exigencias de la FIFA, con ocasión de la celebración del mundial de fútbol 2014, deben realizarse al estadio una serie de reformas que ubicarán la capacidad de espectadores en 75.025. Estas reformas siguen los estándares aplicados a otros estadios construidos en los últimos años, con ocasión de servir de sede a varios partidos de este reconocido evento mundial. El Proyecto de reforma, que incluye estudios, diseños, obras civiles, equipamiento y mobiliario, consultorías, imprevistos y gastos financieros, tiene un costo total aproximado de US$ 637 MM, de los cuales CAF financiaría hasta US$120,66 MM. El Proyecto ya se encuentra en ejecución, y las fases preparatorias ya se han cumplido< existen proyectos básicos aprobados por todas las instancias legales< las licencias y demás autorizaciones legales han sido otorgadas< se han licitado las obras y el contrato de construcción se encuentra en vigor, estando a cargo del mismo un Consorcio conformado por las compañías Odebrecht, Delta Construcciones y Andrade Gutiérrez. ",,1
XM-DAC-46008-cfa009693,2,1,Contribuir a la optimización de la gestión de procesos del Ministerio de Hacienda (MH). Las acciones de políticas públicas que forman parte del préstamo están dirigidas a apoyar al MH en el cumplimiento de los siguientes objetivos específicos: - Transparencia y relacionamiento con inversionistas y agencias de calificación de riesgo. - Profundización y consolidación de la reforma de la gestión financiera del Estado. - Optimización de los procesos operativos de crédito público.,,1
XM-DAC-46008-cfa009693,1,2,El Programa de Apoyo a la Gestión de Procesos del Ministerio de Hacienda (en adelante el Programa) consta de un conjunto de acciones de políticas públicas reflejadas en una matriz de indicadores. Estas acciones fueron acordadas entre CAF y el Gobierno de la República Dominicana y están específicamente orientadas a superar ineficiencias en la gestión de procesos del MH.,,1
XM-DAC-46008-cfa009117,2,1,"El objetivo principal del Programa es mejorar la calidad de vida de los habitantes de la ciudad de Cuenca, en particular de los sectores de bajos ingresos económicos, proveyendo a los barrios urbanos carenciados de infraestructura integral como: servicios de agua, alcantarillado, vías pavimentadas, aceras, drenajes, alumbrado, redes de telecomunicaciones y espacios verdes",,1
XM-DAC-46008-cfa009117,1,2,"Las obras viales están ubicadas en las parroquias urbanas y cabeceras rurales de bajo estrato social de la ciudad de Cuenca< en particular, las obras a desarrollar son de carácter social y forman parte de la red urbana local que se encuentra en lastre y/o tierra. Los proyectos son de características similares, con algunas variantes en el ancho de vía y con espesores estructurales en función de las características de cada terreno< se estima que el plazo de ejecución será de 4 años. Los componentes alrededor de los cuales se estructura el Programa son: (i) obras viales< (ii) estudios definitivos< (iii) parques y espacios verdes< (iv) fiscalización< (vi) contingencias< (vii) supervisión y administración del Programa. ",,1
XM-DAC-46008-cfa007657,2,1,"Rehabilitar y mejorar 8 tramos de carreteras de la Red Vial Fundamental (RVF) de Bolivia que actualmente se encuentran en un acelerado estado de deterioro. Una vez rehabilitadas a un nivel óptimo de transitabilidad y seguridad, estas serán incluidas en el Programa de Conservación Vial de Carreteras de Bolivia.",,1
XM-DAC-46008-cfa007657,1,2,"El programa incluye intervenciones en varios tramos de carreteras que requieren atención con el objetivo de mejorar la seguridad vial, los tramos incluidos forman parte de operaciones financiadas por CAF así como proyectos priorizados por el organismo ejecutor.",,1
XM-DAC-46008-cfa011207,2,1,"Apoyar la gestión, planificación e inversión orientada al desarrollo de los sectores transporte aéreo, marítimo e infraestructura turística en Trinidad y Tobago, mediante el reconocimiento de acciones realizadas entre los años fiscales 2017/18 y 2019/20, considerando cambios en el marco normativo, el desarrollo de planes sectoriales y estratégicos y la ejecución de actividades e iniciativas de modernización de procesos y sistemas.",,1
XM-DAC-46008-cfa011207,1,2,"En el marco del plan de desarrollo nacional – “Visión 2030”, orientado a promover la productividad y eficiencia mediante infraestructura y transporte de calidad y mayor eficiencia en los procesos y servicios, los componentes del Programa están vinculados a lo siguiente:  a. Actividades de fortalecimiento institucional, particularmente con la actualización de planes y estrategias y modernización del marco regulatorio y gestión de procesos.  b. Mejoras de la calidad de la infraestructura, a través de diversas iniciativas en los sectores de transporte aéreo, marítimo e infraestructura turística.",,1
XM-DAC-46008-cfa009481,2,1,"Mejorar la calidad de vida de la población a través de la adecuación de la infraestructura urbana, en particular, la revitalización de la orilla del río Guaíba, la recuperación de corredores de transporte, así como un componente de desarrollo institucional.   ",,1
XM-DAC-46008-cfa009481,1,2,"El Programa, a ser ejecutado en un plazo de 4 años, financiará inversiones en espacios y equipamientos públicos, movilidad urbana y desarrollo institucional del municipio. En particular, abordará la puesta en valor de espacios y equipamientos públicos tanto en la orilla del lago Guaíba como en el centro histórico de la ciudad, además de adelantar obras de rehabilitación y mejora del sistema vial y de fortalecimiento a la gestión administrativa del municipio. Se estructura en 4 componentes: (1) Desarrollo institucional< (2) Infraestructura< (3) Gestión del Programa< y (4) Otros gastos. ",,1
XM-DAC-46008-cfa011387,2,1,El objetivo de esta operación es apoyar financieramente de manera oportunda y eficaz las medidas de emetegncia adoptadas por el Gobierno de Paraguay para mitigar los efectos de la pandemia por COVID19.,,1
XM-DAC-46008-cfa011387,1,2,"Los recursos de libre disponibilidad del Préstamo serán destinados a financiar: (i) las apropiaciones presupuestales del Prestatario, brindando un apoyo financiero a fin de mitigar las contracciones que provocan en el ámbito del desarrollo los impactos económicos y las presiones fiscales relacionadas con la pandemia del COVID-19 en Paraguay< y (ii) a solicitud del Prestatario, la Comisión de Financiamiento del Préstamo.",,1
XM-DAC-46008-cfa011613,2,1,"El objetivo de la operación es apoyar la gestión fiscal del Gobierno Nacional y contribuir a promover la disponibilidad y ejecución oportuna de recursos públicos para atender los impactos económicos y sociales causados por la pandemia del COVID-19 en el país, fortaleciendo el efecto anticíclico de la política fiscal a través de las medidas enmarcadas dentro del Plan de Recuperación Económica ñapu'ã Paraguay promovido desde el Poder Ejecutivo. ",,1
XM-DAC-46008-cfa011613,1,2,"Los ejes del plan de recuperación están enfocados en el impulso a la inversión pública para empleos, infraestructura y viviendas< ampliación de los programas de asistencia para la protección social y mayor financiamiento para el desarrollo del sector productivo de las micro, pequeñas y medianas empresas (MIPYMES)< además de una agenda de reformas a la gestión pública y las instituciones económicas que permitan políticas más resilientes e inclusivas. ",,1
XM-DAC-46008-cfa009150,2,1,"Mejorar calidad de vida de población de más bajos recursos, dotándolos con infraestructura pública de calidad, mejorando las condiciones sanitarias y acceso a hogares, puntos de comercio y trabajo.",,1
XM-DAC-46008-cfa009150,1,2,"El Programa está compuesto por 17 proyectos localizados en las periferias de la ciudad de Guayaquil, y abarca intervenciones en mantenimiento y pavimentación de vías, construcción de aceras y bordillos, y en algunos casos la construcción redes de alcantarillado sanitario e instalación de una estación de bombeo.",,1
XM-DAC-46008-cfa005802,2,1,"Financiar obras de pavimentación de dos tramos de la Ruta Nacional Diagonal Jaime Mendoza. Se propone también la construcción de obras destinadas a resolver problemas de inestabilidad de taludes por fallas geológicas. Además, se proyecta la pavimentación de un sector crítico necesario para concluir el tramo Tarabuco – Zudáñez y financiar estudios técnicos y de pre inversión en esas vías.",,1
XM-DAC-46008-cfa005802,1,2,"Tramo Zudáñez – Padilla: Con una longitud de 68,7 km el proyecto contempla su pavimentación, para lo cual se cuenta con diseños finales de ingeniería realizado por una empresa de consultoría especializada, revisados y aceptados por la Administradora Boliviana de Carreteras. Tramo Monteagudo – Ipati: Con una longitud de 95,19 km, el proyecto consiste en el mejoramiento y pavimentación del trazado existente, e igualmente cuenta con diseños finales de ingeniería realizados por un consorcio de ingeniería, constituido por empresas españolas y bolivianas especializada en proyectos de infraestructura vial. Los diseños, revisados y aceptados por la Administradora Boliviana de Carreteras cumplen con parámetros de diseño definidos a partir de las normas bolivianas complementadas, en algunos casos, con otras normas internacionales. La sección transversal de ambos tramos contempla una superficie de rodadura de 7 metros en tratamiento superficial doble, con bermas de 1 metro a cada lado. Tramo Tarabuco-Zudáñez: Este tramo se encuentra actualmente en ejecución. Se prevé ejecutar inversiones en obras de estabilización de taludes en una zona crítica por una falla geológica en la zona de Lamboyo, así como obras de pavimentación de 9,5 km en zonas críticas, de un total de 60 km, para concluir el tramo y permitir su operación en condiciones de seguridad y estabilidad.",,1
XM-DAC-46008-cfa009914,2,1,"Apoyar las inversiones en infraestructura de energía efectuadas en el territorio nacional en el periodo 2014-2019, particularmente infraestructura de transporte y distribución de gas.",,1
XM-DAC-46008-cfa009914,1,2,"La operación consiste en un préstamo de enfoque sectorial amplio, con el cual la República Argentina podrá completar la ejecución de un conjunto de inversiones prioritarias con miras a aumentar su capacidad operativa, confiabilidad y calidad del servicio prestado en el país. De esta forma, se prevé una mejora de la calidad de vida de la población en las áreas beneficiadas que posibilitará el desarrollo económico de dichas áreas dado que el Programa apoyará el fortalecimiento del sector energético nacional apoyando las inversiones en el sector",,1
XM-DAC-46008-cfa008763,2,1,Contribuir a la optimización de la gestión de procesos del Ministerio de Hacienda (MH). Las acciones de políticas públicas que forman parte del préstamo están dirigidas a apoyar al MH en el cumplimiento de los siguientes objetivos específicos: - Transparencia y relacionamiento con inversionistas y agencias de calificación de riesgo. - Profundización y consolidación de la reforma de la gestión financiera del Estado. - Optimización de los procesos operativos de crédito público.,,1
XM-DAC-46008-cfa008763,1,2,Contribuir a la optimización de los procesos de gestión de crédito público. Las acciones de políticas públicas que hacen parte del préstamo están dirigidas a apoyar al Ministerio de Hacienda en el cumplimiento de los siguientes objetivos específicos: - Rediseño de procesos operativos. - Reingeniería institucional para mejorar la eficiencia de los servicios internos y atender la demanda externa. - Apoyo y seguimiento al Consejo de la Deuda Pública.,,1
XM-DAC-46008-cfa006536,2,1,"Apoyar la conclusión de proyectos viales que han sido financiados por CAF y la ejecución de obras complementarias, consolidando la inversión ya realizada y asegurando se obtengan los beneficios económicos y sociales asociados. Adicionalmente, el financiamiento permitirá emprender un amplio Programa de Construcción de Puentes que mejorará la conectividad de la red vial del país, en particular del Departamento de La Paz.",,1
XM-DAC-46008-cfa006536,1,2,"A continuación se presentan los respectivos proyectos que fueron puestos a consideración de CAF, para ser incluidos en el Programa de Obras Complementarias, a partir de la información suministrada por los funcionarios de la entidad ejecutora. Construcción carretera Palo Marcado - Hito BR 94 Construcción y pavimentación doble vía Warnes - Montero Construcción carretera Huanuni - Bombo – Llallagua Construcción Puente Masicurí Construcción carretera Huachacalla – Pisiga Construcción Carretera Potosí – Tarija Programa de Puentes",,1
XM-DAC-46008-cfa012239,2,1,"Asistir financieramente al Presupuesto General del Estado mediante una operación de libre disponibilidad y rápido desembolso, basada en el reconocimiento de los esfuerzos realizados por la República de Panamá para el desarrollo e implementación de políticas públicas e iniciativas que permitan al país avanzar hacia una transición energética justa, que fomente el crecimiento de forma sostenible y a su vez se convierta en un país más resiliente ante los impactos del cambio climático.",,1
XM-DAC-46008-cfa012239,1,2,"La operación busca reconocer las acciones realizadas por la República de Panamá desde el año 2019 en el desarrollo e implementación de su políticas públicas e instrumentos que permitan un crecimiento económico sostenible, incorporando fuentes de energías renovables y cambios en el comportamiento del consumo energético.",,1
XM-DAC-46008-cfa010148,2,1,"El objetivo general del Programa es apoyar el presupuesto general del Estado, con recursos de libre disponibilidad, con el fin de coadyuvar en los esfuerzos del Gobierno de Panamá, a través del Ministerio de Economía y Finanzas, para promover el incremento en la productividad de la acción gubernamental, a partir del mejoramiento de la eficiencia, eficacia y transparencia de las entidades estatales< tanto en el proceso de formulación de políticas públicas, como en la provisión de los servicios que brindan las instituciones del Estado.",,1
XM-DAC-46008-cfa010148,1,2,"La operación de préstamo consiste en un Préstamo Basado en una Matriz de Políticas Públicas (PBL) para apoyar acciones y reformas consensuadas entre CAF y el Organismo Ejecutor, abarcando: (i) la modernización organizacional y de la gestión financiera del Estado, (ii) la transparencia e integridad de la gestión a través del uso de tecnologías y herramientas de acceso a la información, y (iii) el fortalecimiento de las capacidades institucionales para la gestión de proyectos APP (Asociaciones Público-Privadas).",,1
XM-DAC-46008-cfa010546,2,1,"Contribuir a mejorar las condiciones de vida y de salud de la población, a través del incremento del acceso y la calidad en la provisión del servicio de agua y saneamiento.",,1
XM-DAC-46008-cfa010546,1,2,"""""""El Programa abarca el ámbito nacional y podrá financiar inversiones en cualquiera de los 339 municipios del país. A través del Programa se apoyará proyectos de baja complejidad en agua potable y saneamiento, con un aporte de hasta USD 400.000 de fuente externa por municipio. El Programa se estructura en dos (2) componentes: 1. Inversión en proyectos de agua y saneamiento. Contempla recursos para la ejecución de proyectos de inversión integrales. Cada proyecto contará con acciones de infraestructura, pre inversión, medidas de mitigación ambiental, supervisión de obras, desarrollo comunitario, fortalecimiento institucional y una fase de post proyecto para mejorar la calidad y sostenibilidad de las inversiones.  2. Operación y administración del Programa. Este componente financiará los costos de gerencia y administración del ente ejecutor, así como los gastos de funcionamiento de la unidad coordinadora del programa. El componente también incluye auditoria externa, gastos de evaluación del Programa y la comisión de financiamiento del préstamo CAF."""" """,,1
XM-DAC-46008-cfa011385,2,1,"Apoyar financieramente de manera oportuna y eficaz las medidas de emergencia adoptadas por el Gobierno de Barbados para mitigar los efectos de la pandemia del coronavirus (COVID-19) en los sectores económicos, financieros y sociales, y en la calidad de vida de las personas ",,1
XM-DAC-46008-cfa011385,1,2,"El Préstamo prevé apoyar con carácter contracíclico, mediante recursos de libre disponibilidad y rápido desembolso, a Barbados en la emergencia generada por la pandemia del COVID-19, asistiendo y complementando las medidas fiscales que está aplicando el Gobierno para mitigar los impactos económicos, financieros y sociales.  Los recursos de libre disponibilidad del Préstamo serán utilizados para financiar: (i) las apropiaciones presupuestales del Prestatario, brindando un apoyo financiero a fin de mitigar las contracciones que provocan en el ámbito del desarrollo los impactos económicos y las presiones fiscales relacionadas con la pandemia del COVID-19 en Barbados< y (ii) a solicitud del Prestatario, la comisión de financiamiento del Préstamo.",,1
XM-DAC-46008-cfa007783,2,1,"Las intervenciones en este Programa, planificadas según las directrices de la política urbana del Municipio y su Plan Director están orientadas a atender las carencias de infraestructura urbana y la problemática ambiental del Municipio. Como objetivos específicos se pueden mencionar: i) disminuir los niveles de congestión vehicular, y ii) reducir el riesgo de inundaciones en las inmediaciones del río Jacuba.",,1
XM-DAC-46008-cfa007783,1,2,"El Programa propuesto estará localizado en el Municipio de Hortolândia, beneficiando directa e indirectamente a su población. Estará integrado por los siguientes componentes: 1) Vial: contempla la construcción del puente “Jardim Santa Rita de Cassia”< 2) Conservación Ambiental: contempla la construcción de los embalses Jacuba 1 (JAC–1) y Jacuba 2 (JAC–2).",,1
XM-DAC-46008-cfa007788,2,1,Desarrollar la actividad turística de Fortaleza de manera sostenible. Por lo cual propiciará una adecuada gestión municipal que tenga como directrices planes estratégicos que complementen las intervenciones de infraestructura urbana previstas,,1
XM-DAC-46008-cfa007788,1,2,"El Programa consta de los siguientes componentes: Apoyo al desarrollo del turismo, que incluye: Elaboración de un Plan estratégico de Desarrollo del Turismo, Estrategia de comercialización. Dotación de infraestructura y servicios básicos. Es el principal componente del Programa e incluye las 4 obras a ser ejecutadas con recursos del Programa. Gestión ambiental. Gestión del Programa Costos financieros .Imprevistos. Consiste en el diseño y ejecución de una serie de proyectos tendientes a mejorar la explotación turística de la ciudad. Estos proyectos, que complementan el Programa de Drenaje Urbano de Fortaleza (DRENURB) aprobado por CAF en 2010, incluyen la elaboración de estudios de ingeniería, la preparación y ejecución de planes estratégicos de apoyo a la actividad turística y la ejecución de las siguientes obras: Remodelación de la Playa del Futuro (Av. Zezé Diogo, Av. Dioguinho y Av. José Sabóia), Reforma de la Plaza del Futuro – 31 de Marzo, Urbanización de la Ladera del Conjunto Santa Terezinha. Recuperación de la Av. Beira Mar ",,1
XM-DAC-46008-cfa011504,2,1,"Apoyar la gestión fiscal del Gobierno del Perú y contribuir a promover la disponibilidad y ejecución oportuna de recursos públicos para atender los impactos económicos y sociales causados por la pandemia del COVID-19 en el país, fortaleciendo el efecto anticíclico de la política fiscal a través de la introducción temporal de medidas para la protección del ingreso de los hogares vulnerables y para el incremento de la liquidez de las empresas y la preservación del empleo, promover la reactivación económica y atender situaciones de emergencia o crisis económicas y/o financieras.",,1
XM-DAC-46008-cfa011504,1,2,"El préstamo está estructurado como recursos de libre disponibilidad y rápido desembolso que serán destinados a reforzar el presupuesto del sector público para atender la demanda de fondos prioritarios para acompañar la estrategia del Gobierno del Perú a mitigar el impacto de la crisis sanitaria, promover la reactivación económica y atender situaciones de emergencia o crisis económicas y/o financieras, complementando la cartera de instrumentos financieros precautorios dentro de la política nacional de gestión de riesgos.",,1
XM-DAC-46008-cfa009784,2,1,Apropiaciones presupuestales prioritarias del Gobierno Nacional que apoyen acciones de política pública vinculadas a fortalecer la gestion y el marco normativo estratégico que asegure el objetivo constitucional de seguridad alimentaria en Bolivia.,,1
XM-DAC-46008-cfa009784,1,2,"Esta operación respalda acciones orientadas a: (i) Planificar, normar y reglamentar acciones y políticas para fortalecer la seguridad alimentaria en el marco del Plan de Desarrollo Económico Social (PDES) 2016 - 2020. (ii) Desarrollar instrumentos operativos de fortalecimiento institucional del sector agropecuario en aplicación de políticas orientadas a la mejora en la productividad. (iii) Fortalecer el sistema de prevención y gestión de riesgos, y desarrollar políticas de atención de emergencias. ",,1
XM-DAC-46008-cfa011831,2,1," El objetivo de este financiamiento es financiar parcialmente el vehículo con propósito específico Consorcio Infraestructura Educativa Uruguaya S.A. (“CIEU”), para el diseño, construcción, operación y financiamiento de 42 centros de infraestructura educativa pública en Uruguay, que comprenden 15 Escuelas y 27 Centros de Atención a la Infancia y la Familia (“CAIF”). Los centros educativos se distribuyen geográficamente en 11 de los 19 departamentos del país, con mayor concentración en el área metropolitana, en especial en los departamentos de Montevideo y Canelones. ",,1
XM-DAC-46008-cfa011831,1,2,"El proyecto, desarrollado por CIEU S.A. (cuyos accionistas son las empresas BTD Capital 12, S.L. y Tecnove S.L.), consiste en el diseño, construcción, operación y mantenimiento de 42 centros de infraestructura educativa pública en Uruguay, abarcando 15 escuelas y 27 Centros de Atención a la Infancia y la Familia (CAIF), distribuidos en 11 de los 19 departamentos del país, especialmente en Montevideo y Canelones. El proyecto se enmarca en el programa de proyectos de Participación Público-Privada (PPP) de Uruguay, a través de un contrato de concesión vigente por 22 años hasta 2044.",,1
XM-DAC-46008-cfa011264,2,1,"Apoyar financieramente de manera oportuna y eficaz las medidas de emergencia adoptadas por el Gobierno de Colombia para mitigar los efectos de la pandemia del coronavirus (COVID-19) en los sectores económicos, financieros y sociales, y en la calidad de vida de las personas.",,1
XM-DAC-46008-cfa011264,1,2,"El Préstamo prevé apoyar con carácter contracíclico, mediante recursos de libre disponibilidad y rápido desembolso, a la República de Colombia en la emergencia sanitaria generada por la pandemia del COVID-19, asistiendo y complementando las medidas fiscales que está aplicando el Gobierno Nacional para mitigar los impactos económicos, financieros y sociales.  Los recursos de libre disponibilidad del Préstamo serán utilizados para financiar: (i) las apropiaciones presupuestales del Prestatario, brindando un apoyo financiero a fin de mitigar las contracciones que provocan en el ámbito del desarrollo los impactos económicos y las presiones fiscales relacionadas con la pandemia del COVID-19 en Colombia< y (ii) a solicitud del Prestatario, la comisión de financiamiento del Préstamo.",,1
XM-DAC-46008-cfa011235,2,1,Fortalecer la asistencia para la emergencia sanitaria provocada por la pandemia COVID-19.,,1
XM-DAC-46008-cfa011235,1,2,Fortalecer a las provincias en la implementación de las políticas de protección y asistencia para la emergencia sanitaria ,,1
XM-DAC-46008-cfa012636,2,1,"Garantizar el cumplimiento de las obligaciones financieras de la Caja de Jubilaciones y Pensiones Bancarias durante el periodo de iliquidez que atraviesa, contribuyendo a su sostenibilidad financiera a largo plazo y su integración al procedimiento de convergencia hacia el sistema previsional común, en el marco de la reforma general del sistema de seguridad social en Uruguay.",,1
XM-DAC-46008-cfa012636,1,2,"La utilización de recursos bajo la Línea estará sujeta a la suscripción de varios contratos de préstamo por resultados con CAF por cada tramo de la Línea, por hasta setenta y cinco millones de dólares de los Estados Unidos de América (USD 75.000.000,00) con garantía soberana, destinados al pago de pasividades de la CJPB. Estos préstamos serán por resultados y los desembolsos serán condicionados al cumplimiento de metas acordadas.",,1
XM-DAC-46008-cfa009896,2,1,"Apoyar la expansión y el mejoramiento sostenible de la cobertura, calidad, eficiencia y confiabilidad de los servicios de agua potable y saneamiento del Uruguay, a través de un conjunto de inversiones priorizadas en el Plan Quinquenal de OSE.",,1
XM-DAC-46008-cfa009896,1,2,"El Programa comprende intervenciones en los sistemas de agua potable y saneamiento en diversos departamentos del país. Los proyectos incluidos en este nuevo financiamiento son maduros y tienen un nivel de avance significativo en los estudios y en los procesos de contratación de las obras. Por ello, el mismo se estructurará en tres (3) componentes: (i) Obras de agua potable< (ii) Obras de saneamiento< y (iii) Otros gastos. ",,1
XM-DAC-46008-cfa010459,2,1,"El préstamo está alineado con la estrategia país y el mismo se inscribe dentro de los esfuerzos de CAF en apoyar financieramente distintas operaciones que faciliten la inserción internacional inteligente que está propiciando la Argentina. Este proceso de inserción inteligente supone acceso rápido y oportuno a los mercados globales de bienes y de capitales. Además, en el escenario de reclasificarse a la Argentina como mercado emergente se ampliaría la base global de inversionistas que adquieren títulos locales imprimiendo mayor liquidez a la bolsa de valores local",,1
XM-DAC-46008-cfa010459,1,2,"A pesar de la diversidad y contraposición de enfoques y metodologías, existe evidencia empírica sobre los efectos positivos que ejerce el desarrollo financiero sobre el crecimiento económico. En particular, la estabilidad financiera y la eficiencia del mercado de capitales son dimensiones del desarrollo financiero que están positivamente asociadas con expansiones de la inversión y mejoras en la productividad y cuya evidencia empírica es sólida entre países y a lo largo del tiempo (Naceur, et al< IMF< 2017). Los mecanismos de transmisión de este impacto favorable por parte del mercado de capitales se agrupan en: (i) la producción de información sobre posibles inversiones y asignaciones de capital< (ii) el seguimiento a proyectos e inducción de mejoras en el gobierno corporativo< (iii) la diversificación y mejoramiento del manejo del riesgo< (iv) la movilización y aglutinamiento del ahorro individual< y (v) la facilitación para el intercambio de bienes, servicios, insumos de producción y activos.  Una mirada rápida a los países de alto ingreso permite identificar altos niveles de desarrollo de sus mercados de capitales. En el caso de los países miembros del G-7, durante las últimas 2 décadas, la capitalización del mercado (valor total de las acciones de las empresas listadas) como porcentaje del PIB se ubica cercana al 90%, mientras que la liquidez (valor total de las acciones intercambiadas o negociadas) supera ligeramente este valor. En contraste, la combinación de inestabilidad macroeconómica, algunos episodios de crisis bancarias, la restricción a la libre disposición de dinero en efectivo por parte de los depositantes (1989 y 2001) y la supresión de las administradoras privadas de fondos de pensión y jubilación, se han conjugado para inducir un bajo nivel de desarrollo del sistema financiero y del mercado de capitales de Argentina. En efecto, mientras la capitalización de mercado en este país ha promediado 15% del PIB en los últimos 15 años, el valor de este indicador en las otras 5 economías más grandes de América Latina (Latam G5) ha sido de 56%. Incluso, corrigiendo por Chile -cuyo desarrollo es muy superior al resto de los países- el valor es casi tres veces más elevado (43%) que el observado en Argentina. Además de que debería ser un poco más profundo, el mercado de capitales local no es muy líquido con lo cual el volumen de instrumentos negociados apenas alcanza 1% del PIB. En contraste, el volumen anual negociado representa cerca del 12% en el grupo Latam G5. En adición a lo previamente expuesto, el mercado de capitales argentino aun presta pocos servicios financieros a las Pymes. Existe evidencia que el acceso al financiamiento -a nivel mundial- constituye uno de sus principales obstáculos para el crecimiento de dichas empresas (Banco Mundial< 2016). Si bien existen claras economías de escala y de ámbito que favorecen el financiamiento a las Pymes por parte del sistema bancario, hay un importante rol complementario por parte del mercado de capitales. En Argentina, aunque las Pymes generan el 70% del empleo, 47% de las ventas y el 40% del PIB, menos del 1% de las mismas acceden al mercado de capitales. A nivel global este porcentaje podría ser al menos 10 veces más elevado, dando cuenta de un alto potencial de crecimiento. Con base en este diagnóstico, el gobierno argentino decidió emprender un conjunto de acciones macroeconómicas y regulatorias con el objetivo de modernizar su mercado de capitales. Dentro de este conjunto de acciones se destaca el levantamiento de los controles al mercado cambiario y la resolución del conflicto con los bonistas que le permitió al país recuperar su acceso al financiamiento en los mercados internacionales. Seguidamente se puso en marcha un régimen de metas de inflación que procura aumentar los incentivos para la tenencia de activos en moneda local a largo plazo. En esta misma línea, en abril de 2016, el Banco Central autorizó las operaciones de ahorros y préstamos denominados en una Unidad de Valor Adquisitivo (UVA) la cual representa una milésima parte del costo promedio de construcción de un metro cuadrado testigo, basado en las cifras conocidas para inmuebles de diverso tipo de las principales ciudades de Argentina. El valor de la UVA se actualiza diariamente por el Coeficiente de Estabilización de Referencia (CER), basado en el índice de precios al consumidor y procura facilitar los préstamos y otras operaciones indexadas a la inflación.",,1
XM-DAC-46008-cfa011250,2,1,Brindar apoyo al país en el marco de la emergencia sanitaria por la pandemia Covid-19,,1
XM-DAC-46008-cfa011250,1,2,"Fortalecer la respuesta del sistema de salud de Bolivia ante el COVID-19, a través de recursos financieros directos y reconocimiento de gastos e inversiones para adquisición y suministro de bienes, servicios e insumos para instalación de módulos sanitario",,1
XM-DAC-46008-cfa008109,2,1,"La Línea 1 del Metro de Panamá tiene por objeto mejorar las condiciones de movilidad para la población del área Metropolitana de Panamá (AMP). En la actualidad, los altos niveles de congestión vehicular le restan eficiencia y productividad a la ciudad, poniendo en riesgo su rol como centro de negocios, finanzas y de comercio dinámico. Con la ejecución y puesta en marcha de El Proyecto se mejorará la oferta y se incrementará la participación modal del transporte público, al tiempo que mejorará la fluidez del tránsito vehicular y la seguridad de los desplazamientos en la ciudad.",,1
XM-DAC-46008-cfa008109,1,2,"""""""El Proyecto consiste en la construcción y puesta en marcha de la Línea 1 de una red tipo metro de 13,7 km, mediante la cual se prestará el servicio de transporte masivo de pasajeros desde el sector de San Isidro, en el norte de la ciudad, hasta la terminal Albrook, localizada al suroeste.    El recorrido inicia en la estación Los Andes al norte, corre al sur a lo largo de la Av. Transístmica hasta la intersección con la Av. Fernández de Córdoba y por esta continúa hasta la Vía España para enlazar con la Av. Justo Arosemena, hasta la Av. 3 de Noviembre, y luego dirigirse a la futura Ciudad Gubernamental y a la terminal de transportes en la estación Albrook, para finalmente llegar a la zona de patios y talleres. """" """,,1
XM-DAC-46008-cfa011571,2,1,Programa de apoyo para la reactivación económica y el fortalecimiento de las instituciones del Estado,,1
XM-DAC-46008-cfa011571,1,2,Préstamo Basado en Políticas (PBL) de libre disponibilidad destinado a apoyar las medidas impulsadas por el Gobierno Nacional para la reactivación económica para un crecimiento resiliente y sostenido en el mediano plazo y la agenda de reformas institucionales para la transformación de la gestión del Estado con énfasis en la mejora de la calidad del gasto público. ,,1
