activity_identifier,title,title_lang,description,description_lang,activity_status,activity_scope,default_currency,humanitarian,hierarchy,last_updated_datetime,xml_lang,reporting_org_ref,reporting_org_name,reporting_org_name_lang,reporting_org_type,reporting_org_secondary_reporter,planned_start_date,actual_start_date,planned_end_date,actual_end_date,recipient_country_code,recipient_country_percentage,recipient_country_name,recipient_country_lang,recipient_region_code,recipient_region_percentage,recipient_region_name,recipient_region_lang,collaboration_type,default_flow_type,default_finance_type,default_aid_type,default_tied_status,conditions_attached
XI-IATI-IADB-AR-L1306,Social and Urban Integration Program,en,"Promote social and urban integration of the country's vulnerable neighborhoods, prioritizing those included in the National Registry of Informal Neighborhoods (RENABAP).",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1358,First Individual Operation of the Program for the Integration of the Argentine Health System,en,Expand access to and effective coverage of health services for the population with exclusive public coverage.,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1280,Promoting Risk Mitigation Instruments and Finance for Renewable Energy and Energy Efficiency Investments,en,"The general objective of the project is to promote the efficiency in theproduction and use of energy in Argentina. The specific objectives are: (i) increase Small and MediumEnterprises (SME) (defined as per Argentine's government classification) investments in RenewableEnergy (RE) and Energy Efficiency (EE), by providing access to medium and long-term finance; and(ii) contribute to the reduction of Greenhouse Gas (GHG) emissions.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1307,Federal Program for Regional Transport Infrastructure,en,The general objective of the program is to help make the provinces more competitive. The specific objective is to improve the quality of service on the Provincial Road Network and the Municipal Road Network,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1391,Program to Improve Chaco-Corrientes Connectivity: New Bridge over the Paraná River - First Individual Operation,en,The general objective is to strengthen connectivity in a sustainable manner between the provinces of Chaco and Corrientes. The specific objective is to improve the level of service and resilience in the physical connection between RN11 and RN12 in the provinces of Chaco and Corrientes.,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1422,Program for Enhancing Water Security in the Province of Mendoza,en,Water security improvement program in the Province of Mendoza,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1272,Program to Strengthen the Management Capacity of Buenos Aires Province,en,"The program objective is to contribute to making the administrative and technical management of public
investment processes of the Government of Buenos Aires Province more effective, to reduce the loss of social benefits as
a result of delays in implementing road, water access, and school infrastructure projects.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1351,Program to Support Public Policies for the Sustainable and Resilient Growth of Argentina,en,The general development objective is to contribute to sustainable and resilient growth in Argentina. The specific development objectives are: (i) strengthen the government's capacity for planning and financing climate action; (ii) develop a favorable framework for sustainable finance; and (iii) promote policies that contribute to the circular economy and decarbonization.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,A02,5,1
XI-IATI-IADB-AR-L1405,Federal Fiscal Management Strengthening Program,en,The general development objective is to improve the technical efficiency of public expenditure. The specific objective is to improve the efficiency of public resource management processes and systems.,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1361,Urban Social Integration and Housing Improvement Program,en,Contribute socio-urban integration and habitat improvement of vulnerable households.,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1142,Multiphase Primary Health Care Program for Managing Chronic Non-communicable Dis,en,"To increase the effectiveness of the National Government¿s programs geared at reducing the prevalence and improving the management of non-transmissible chronic diseases, based on the Strategy to Strengthen the First Level of Care and the consolidation of health services networks.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1198,Provincial Agricultural Services Program - PROSAP IV,en,"The objective of the Conditional Credit Line for Investment Projects (CCLIP) is to contribute to the competitiveness and development of
regional rural economies through the execution of individual programs consistent with this purpose. Specifically, the third individual
operation proposed herein seeks improvements to productivity and an increase in sales and value-added for small and medium-sized
agricultural producers, with a focus on increasing resilience to climate change",en,3,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1133,NORTE GRANDE ROAD INFRASTRUCTURE PROGRAM II,en,"Objective: The objective of the program is to improve the accessibility, efficiency, and safety of priority roads of the national road network (RVN) and feeder roads of the provincial road network (RVP) in the Norte Grande region (RNG), through the widening, rehabilitation, and improvement of road corridors that connect production centers with local and foreign markets. To ensure the sustainability of these investments, the works financed by the program will be incorporated into the road maintenance management systems. This objective contributes to sustainable economic development in the RNG. To achieve these objectives, the project was structured under the following main components: (i) engineering works; (ii) road safety; (iii) institution strengthening; (iv) administration, studies, and supervision.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1289,Water and Sanitation for Small Communities Program - Tranche II (PROAS II),en,"The general objective of the program is to contribute to improving the quality of life of the population in localities with less than 50,000 inhabitants throughout the national territory through the provision of drinking water and sanitation services.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1148,URBAN MUNICIPAL INFRAESTRUCTURE PROGRAM,en,The program main objetcive is to reduce the urban infraestructure deficits existing in municipalities in Argentina,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1079,Supply Elec. to Country's Regions under Federal Electricity Transmission Plan,en,The general objective of the Program is to efficiently support and contribute to the supply of electricity to the different regions in the argentinian electric system. The works to be financed will help overcome the problems and risks that the electricity transmission system of Argentina faces. The specific objectives of the Program are to: (i) recover the electricity transmission capacity at the provincial level; and (ii) increase the efficiency and reliability of the transmission and distribution systems.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
