activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XI-IATI-IADB-AR-L1283,1,1,The objective of the program is to strengthen private and public investment in order to promote economic growth in Argentina. The specific objectives of the program are: (i) to increase private investment; and (ii) the modernization of the regulatory-institutional framework to improve efficiency in public investment.,en,1
XI-IATI-IADB-AR-L1283,1,1,El programa tiene como objetivo fortalecer la inversión privada y pública a fin de promover el crecimiento económico en Argentina. Los objetivos específicos del programa son: (i) incrementar la inversión privada; y (ii) la modernización del marco normativo-institucional para mejorar la eficiencia en la inversión pública.,es,2
XI-IATI-IADB-AR-L1292,1,1,"The main objective of this project will be to improve the efficiency and transparency of public expenditure through support for the use of information in decision making and citizen oversight. The specific objectives will be: (i) to improve the efficiency of national public expenditure by generating timely, comprehensive information to improve the execution of priority programs; and (ii) to increase access to budget information at the subnational level by strengthening financial information systems.",en,1
XI-IATI-IADB-AR-L1292,1,1,"El objetivo principal de este proyecto será mejorar la eficiencia y transparencia del gasto público, por medio del apoyo al uso de información para la toma de decisiones y el control ciudadano. Los objetivos específicos serán: (i) mejorar la eficiencia del gasto público nacional a través de la generación de información íntegra y oportuna que permita mejorar la ejecución de los programas prioritarios; y (ii) incrementar el acceso a la información presupuestaria a nivel subnacional fortaleciendo los sistemas de información financiera.",es,2
XI-IATI-IADB-AR-L1045,1,1,"The main objectives of the Program include: strengthening the provincial productive road networks, connect local production areas with the national highway network in order to improve access to consumer centers, improve regional interchange, support economic growth, consolidate the reactivation of the productive sector, contribute to reduce poverty and unemployment and strengthen the regional institutions in charge of the road sector.",en,1
XI-IATI-IADB-AR-L1045,1,1,"Los objetivos principales son: fortalecer las redes viales provinciales, vincular áreas productivas locales con la red nacional para facilitar el acceso a los centros de consumo, favorecer el intercambio regional, apuntalar el crecimiento económico, consolidar la reactivación del sector productivo, contribuir a resolver los problemas de pobreza y desempleo, y fortalecer las instituciones provinciales encargadas del sistema vial.",es,2
XI-IATI-IADB-AR-L1410,1,1,"The general objective is to support sustainable accessibility in public transportation for the vulnerable population to public health and education services, and to labor markets. The specific objectives are: (i) to support the affordability of Motor Public Transport (TPA) for the vulnerable population in Argentina; and (ii) to improve the sustainability of the TPA system in the AMBA.",en,1
XI-IATI-IADB-AR-L1410,1,1,"El objetivo general es apoyar la accesibilidad sostenible en transporte público de la población vulnerable a servicios públicos de salud y educación, y a mercados de trabajo. Los objetivos específicos son: (i) apoyar la asequibilidad del Transporte Público Automotor (TPA) para la población vulnerable en Argentina; y (ii) mejorar la sostenibilidad del sistema de TPA en el AMBA.",es,2
XI-IATI-IADB-AR-L1121,1,1,"The objective of the program is to restore the environmental quality of the Reconquista River Basin (CRR) by implementing a comprehensive management plan that prioritizes leveraging actions in that regard. To motivate the population and include it in the program, priority will be given to investments aimed at those living in health risk areas. These investments will help to: (i) increase water, sewerage, and wastewater treatment coverage; (ii) enhance integrated solid waste management, primarily by closing open air dumps; (iii) improve connectivity and access to outlying neighborhoods located in hard-to-reach areas; and (iv) strengthen the operational management capacity of the Reconquista River Basin Committee (COMIREC) by developing management tools, which primarily include the Reconquista River Basin Comprehensive Management Plan (PGICRR).",en,1
XI-IATI-IADB-AR-L1121,1,1,"El objetivo del programa es recuperar la calidad ambiental de la Cuenca Del Río Reconquista (CRR) a través de la implementación de un plan de gestión integral que priorice acciones impulsoras en ese sentido. Para motivar e incluir la población en el proyecto, se priorizarán inversiones a poblaciones que viven en áreas de riesgo sanitario, las cuales contribuirán a: (i) aumentar la cobertura de agua, alcantarillado y tratamiento de aguas residuales; (ii) mejorar la gestión integrada de los Residuos Sólidos (RS) principalmente mediante el cierre de Basurales a Cielo Abierto (CBA); (iii) mejorar la conectividad y acceso a barrios periféricos asentados en áreas de difícil acceso; y (iv) fortalecer la gestión operativa del Comité de Cuenca del Río Reconquista (COMIREC) mediante el desarrollo de instrumentos de gestión que incluyen principalmente el Plan de Gestión Integral de la Cuenca del Río Reconquista (PGICRR).",es,2
XI-IATI-IADB-AR-L1144,1,1,"The program's goal is to improve the accessibility, efficiency and safety of priority roads Provincial Road Network (VPN) in Great Northern Region (RNG), by expansion, rehabilitation and improvement of road corridors that connect production centers with local and external markets. The program also seeks to promote the sustainability of investments by incorporating the systems work financed road maintenance management. This objective contributes to sustainable economic development of the RNG.",en,1
XI-IATI-IADB-AR-L1144,1,1,"el objetivo del programa es mejorar las condiciones de accesibilidad, eficiencia y seguridad de vías prioritarias de la Red Vial Provincial (RVP) en la Región del Norte Grande (RNG), mediante la ampliación, rehabilitación y mejora de corredores viales que conectan centros de producción con mercados locales y externos. Asimismo, el programa busca promover la sostenibilidad de las inversiones mediante la incorporación de las obras financiadas a los sistemas de gestión de mantenimiento vial. Este objetivo contribuye al desarrollo económico sostenible de la RNG.",es,2
XI-IATI-IADB-AR0290,1,1,"The objectives will be to promote and support progress towards achieving the Millennium Development Goals , MDGs, by the Argentinean government, as well as to assist the government in meeting its financial obligations.",en,1
XI-IATI-IADB-AR0290,1,1,"Los objetivos seran promover y apoyar el avance en la implementación de los Objetivos de Desarrollo del Milenio, ODMs, por parte del gobierno de Argentina, así como apoyar al gobierno en cumplir sus compromisos financieros.",es,2
XI-IATI-IADB-AR-L1043,1,1,To improve the quality and the infrastructure of education in the Rio Negro Province,en,1
XI-IATI-IADB-AR-L1043,1,1,Mejorar la calidad y la equidad de la educación básica en la Provincia de Río Negro mediante la expansión de la jornada extendida.,es,2
XI-IATI-IADB-AR-L1330,1,1,"The specific objectives are: (i) to increase private investment in innovation; (ii) to increase national knowledge production effort; (iii) to increase articulation between national innovation system (NIS) actors; and (iv) to improve institutional capacities to design and implement science, technology and innovation policies. The overall objective of this programme is to strengthen the capacities of public and private actors in the NIS to improve business productivity and to strengthen the capacity to address the challenges facing the Argentine Republic.",en,1
XI-IATI-IADB-AR-L1330,1,1,Los objetivos específicos para esta operación son: (i) aumentar la inversión privada en innovación; (ii) incrementar el esfuerzo nacional de producción de conocimiento; (iii) aumentar la articulación entre los actores del Sistema Nacional de Innovación (SNI); y (iv) mejorar las capacidades institucionales para diseñar e implementar políticas de CTI. El logro de estos objetivos contribuirá al objetivo general de fortalecer las capacidades de los actores públicos y privados del SNI para mejorar la productividad de las empresas y para robustecer las capacidades de acción ante los desafíos que presenta la República Argentina.,es,2
XI-IATI-IADB-AR-L1360,1,1,"The general objective is to contribute to the digital transformation of the micro, small and medium enterprises (MSMEs).",en,1
XI-IATI-IADB-AR-L1360,1,1,"El objetivo general de la operación es contribuir a la transformación digital de las micro, pequeñas y medianas empresas (MiPyMEs)",es,2
XI-IATI-IADB-AR-L1003,1,1,"The final objective is to contribute to an competitive provincial economic structure, through focus on value chains articulated in a strengthened public-private sector climate. The purpose is to increase the competitiveness of the value chains located in the seven productive circuits of the Province.",en,1
XI-IATI-IADB-AR-L1003,1,1,"El fin del Programa es contribuir al desarrollo de una estructura económica provincial competitiva, bajo un enfoque de cadenas de valor articuladas en un ámbito público-privado fortalecido. El propósito es incrementar la competitividad de las cadenas de valor que se ubican en los siete circuitos productivos del territorio provincial",es,2
XI-IATI-IADB-AR-L1154,1,1,This operation will contribute to improve the competitiveness of local economic activities in lees developed regions of Argentina. It will finance activities to help local value chains to increase value added and employment.,en,1
XI-IATI-IADB-AR-L1154,1,1, ,es,2
XI-IATI-IADB-AR-L1159,1,1,"This Program aims toward the sustainable management of fisheries resources in Argentina. Its objectives are: (i) improve capabilities of research, planning, administration, control and fiscalization of marine fishery resources with an ecosistemic approach; and (ii) support acuaculture development.",en,1
XI-IATI-IADB-AR-L1159,1,1,"El programa contribuye a la gestión sustentable del recurso pesquero en la Argentina. Sus objetivos son: (i) mejorar las capacidades de investigación, planificación, administración, control y fiscalización de la gestión de los recursos pesqueros marítimos con enfoque ecosistémico; y (ii) apoyar el desarrollo de la acuicultura.",es,2
XI-IATI-IADB-AR-L1064,1,1,The objective of the Program is to contribute to the improvement of the agrifood sector competitiveness. Program's purpose is the strengthening of the agricultural innovation system for generating and transfer new technologies.,en,1
XI-IATI-IADB-AR-L1064,1,1,El objetivo del Programa es el de contribuir a mejorar la competitividad del sector agroalimentario. El propósito es fortalecer las capacidades del sistema de innovación agropecuario para la generación y transferencia de nuevas tecnologías.,es,2
XI-IATI-IADB-AR-L1266,1,1,"To make INDEC-produced statistics more reliable, timely, and relevant to help improve public policy and
private-sector decision-making and enable the public to make full use of its right to public information.",en,1
XI-IATI-IADB-AR-L1266,1,1,"Mejorar la confiabilidad, oportunidad y relevancia de las estadísticas producidas por el INDEC
para contribuir a la mejora de las políticas públicas, toma de decisiones privadas y ejercicio pleno del derecho a la
información pública por parte de la ciudadanía",es,2
XI-IATI-IADB-AR-L1254,1,1,"The multisector objective of the CCLIP is to help increase the number of children ages 0 to 5 with age-appropriate physical, language and communication, and socioemotional skills. The objective of the first operation under the CCLIP
is to increase the coverage of quality public services aimed at promoting the development of physical, language and communication, cognitive, and socioemotional skills among children ages 0 to 5",en,1
XI-IATI-IADB-AR-L1254,1,1,"El objetivo multisectorial de la CCLIP es contribuir a incrementar el número de niños de 0 a 5 años que alcanza un nivel de habilidades físicas, de lenguaje y comunicación y socioemocionales esperables para su edad. La primera operación de la CCLIP tiene por objetivo incrementar la cobertura de servicios públicos dirigidos a la promoción del desarrollo de las habilidades físicas, de lenguaje y comunicación, cognitivas y socioemocionales de niños de 0 a 5 años, que cumplen con criterios de calidad.",es,2
XI-IATI-IADB-AR-L1411,1,1,The General Development Objective of the Project is to contribute to improving the health-related quality of life of the population affiliated with the INSSJP. The Specific Development Objective of the project is to reduce the gaps in the timeliness and quality of health care and services for the population affiliated with the INSSJP.,en,1
XI-IATI-IADB-AR-L1411,1,1,El Objetivo General de Desarrollo del Proyecto es contribuir a mejorar la calidad de vida relacionada con la salud de la población afiliada al INSSJP. El Objetivo Específico de Desarrollo del proyecto es reducir las brechas en oportunidad y calidad en la atención en salud y cuidados de la población afiliada al INSSJP.,es,2
XI-IATI-IADB-AR-L1122,1,1,"The objective of the second program is to improve and expand water and sanitation services in the Buenos Aires metropolitan area and conurbation. The second program under the credit line will improve the reliability of the water treatment and distribution system, reduce physical losses, expand sewerage services, and increase wastewater conveyance and treatment capacity. It will also monitor the appropriate implementation of the executing agency¿s strategic and financial plan.",en,1
XI-IATI-IADB-AR-L1122,1,1,"El objetivo del segundo programa es mejorar y ampliar los servicios de agua potable y saneamiento en el área metropolitana de la ciudad de Buenos Aires y en el Conurbano Bonaerense. El segundo programa bajo la línea de crédito permitirá mejorar la confiabilidad del sistema de tratamiento y distribución del agua potable, disminuir pérdidas físicas, ampliar el servicio de alcantarillado y expandir la capacidad de conducción y tratamiento de aguas residuales. Asimismo,monitoreará la adecuada implementación del Plan Estratégico y Financiero del organismo ejecutor.",es,2
XI-IATI-IADB-AR-L1367,1,1,"The general objective is to contribute to the strengthening of the educational trajectories of boys, girls, adolescents and young people (BGAaYP) in the Buenos Aires Province.",en,1
XI-IATI-IADB-AR-L1367,1,1,"El objetivo general es contribuir al fortalecimiento de las trayectorias educativas de niños, niñas, adolescentes y jóvenes (NNAyJ) en la Provincia de Buenos Aires.",es,2
XI-IATI-IADB-AR-L1338,1,1,Improve accesibility to jobs and social services as well as road safety conditions in the Buenos Aires Metropolitan Area,en,1
XI-IATI-IADB-AR-L1338,1,1,Mejorar las condiciones de accesibilidad a empleos y servicios sociales y las condiciones de seguridad vial en el Area Metropolitana de Buenos Aires,es,2
XI-IATI-IADB-AR-L1339,1,1,Improve the condition of provincial roads that underpin Argentina's main productive sectors,en,1
XI-IATI-IADB-AR-L1339,1,1,"Mejorar el estado de vías en la red provincial, para dar soporte a los principales sectores productivos del país",es,2
XI-IATI-IADB-AR-L1134,1,1,Restore basic public services to normalize economic activity in areas affected by the Puyehue volcano,en,1
XI-IATI-IADB-AR-L1134,1,1,Restablecer servicios públicos básicos para normalizar la actividad económica en zonas afectadas por el volcan Puyehue,es,2
XI-IATI-IADB-AR-L1140,1,1,"The objective of the program will be to increase the income and employment generated by tourism in the Province, and to achieve a more equitable distribution of both in the territory and population.",en,1
XI-IATI-IADB-AR-L1140,1,1,"El objetivo del programa será incrementar el ingreso y el empleo generados por el turismo en la Provincia, y lograr una distribución más equitativa de ambos en el territorio y la población.",es,2
XI-IATI-IADB-AR-L1145,1,1,"The program's objective is to increase the productivity level of the micro, small, and medium size enterprises in Argentina.",en,1
XI-IATI-IADB-AR-L1145,1,1,"Objetivo. El fin del programa es aumentar la productividad de las micro, pequeñas y medianas empresas argentinas.",es,2
XI-IATI-IADB-AR-L1327,1,1,"Improve the effectiveness in the coordination and management of government priorities, by strengthening key functions of the Government Center. The described objective includes the improvement of: (i) tools for prioritization and planning of government priorities, methodologies for horizontal and vertical coordination to align policies and programs with government priorities, tools for using data for the design and monitoring of policies and programs that contribute to government priorities; and (ii) strengthen innovation capacities and promote innovative practices in public management, the private sector, and civil society to respond to the crisis and its consequences.",en,1
XI-IATI-IADB-AR-L1327,1,1,"Mejorar la efectividad en la coordinación y gestión de las prioridades gubernamentales, mediante el fortalecimiento de funciones clave del Centro de Gobierno. El objetivo descrito comprende la mejora de: (i) herramientas de priorización y planificación de prioridades gubernamentales, metodologías de coordinación horizontal y vertical para la alineación de políticas y programas con las prioridades gubernamentales, herramientas de uso de datos para el diseno y seguimiento de las políticas y programas que contribuyen a las prioridades gubernamentales; y (ii) fortalecer las capacidades de innovación y promover prácticas innovadoras en la gestión públicas, sector privado y sociedad civil para dar respuesta a la crisis y sus consecuencias.",es,2
XI-IATI-IADB-AR-L1260,1,1,"The objective of the first operation is to contribute to: (i) the integration of B31 by providing urban infrastructure, quality social facilities, and improved habitability for housing and businesses; and (ii) greater educational quality and equity in the Autonomous City of Buenos Aires by increasing access to new educational tools and strengthening management and evaluation systems.",en,1
XI-IATI-IADB-AR-L1260,1,1,"El objetivo de la primera operación es contribuir a: (i) la integración del B31 proveyendo infraestructura urbana, equipamientos sociales de calidad, y mejorando las condiciones de habitabilidad de las viviendas y comercios; y (ii) la mejora de la calidad y equidad educativa de la CABA ampliando el acceso a nuevas herramientas educativas y fortaleciendo sistemas de gestión y evaluación.",es,2
XI-IATI-IADB-AR-L1328,1,1,"The general objective of this reformulation is to support the sustainability of Micro, Small and Medium-sized Enterprises (MSMEs) as a support for employment in Argentina in the context of the crisis generated by the COVID-19 pandemic. The specific objectives are: (i) to support the short-term financial sustainability of MSMEs; and (ii) promote the economic recovery of MSMEs through access to productive financing.ve financing",en,1
XI-IATI-IADB-AR-L1328,1,1,"El objetivo general de esta reformulación es apoyar la sostenibilidad de las Micro, Pequeñas y Medianas Empresas (MIPYME) como sostén del empleo en Argentina en el contexto de crisis generada por la pandemia COVID-19. Los objetivos específicos son: (i) apoyar la sostenibilidad financiera de corto plazo de las MIPYME; y (ii) promover la recuperación económica de las MIPYME a través del acceso al financiamiento productivo",es,2
XI-IATI-IADB-AR-L1195,1,1,"The objective of the program is to improve and expand water and sanitation services in the Autonomous
City of Buenos Aires and municipios of the Buenos Aires Conurbation. The third operation under the line of credit will enhance the
reliability of the water treatment and distribution system, reduce physical losses, expand sewerage services, and increase wastewater
treatment capacity.",en,1
XI-IATI-IADB-AR-L1195,1,1,"mejorar y ampliar los servicios de agua potable y saneamiento en la Ciudad
Autónoma de Buenos Aires y en los municipios del Conurbano Bonaerense. Esta tercera operación bajo la línea de
crédito permitirá mejorar la confiabilidad del sistema de potabilización y distribución del agua potable, disminuir pérdidas,
ampliar el servicio de alcantarillado y expandir la capacidad de tratamiento de aguas residuales",es,2
XI-IATI-IADB-AR-L1412,1,1,The general development objective of the program is to contribute to the fiscal sustainability of Argentina. The specific development objectives will be: (i) increase the efficiency of the tax system; and (ii) increase the allocative efficiency of public spending.,en,1
XI-IATI-IADB-AR-L1412,1,1,El objetivo general de desarrollo delprograma es contribuir a la sostenibilidad fiscal de Argentina. Los objetivos específicos de desarrollo serán: (i) incrementar la eficiencia del sistema tributario; y (ii) incrementar la eficiencia asignativa del gasto público.,es,2
XI-IATI-IADB-AR-L1257,1,1,"The objective of the CCLIP is to expand the coverage and improve the quality of water and sanitation services in the Metropolitan Area of the City of Buenos Aires and districts in the first, second, and third rings of the Buenos Aires Conurbation. The objective of the first operation under the CCLIP will be to expand sanitation services, increase the availability of water, and improve the environmental conditions of the River Plate, by increasing dilution of wastewater discharge.",en,1
XI-IATI-IADB-AR-L1257,1,1,"El objetivo del CCLIP es ampliar la cobertura y mejorar la calidad de los servicios de Agua Potable y Saneamiento (AyS) en el Área Metropolitana de la Ciudad de Buenos Aires y los partidos del primer, segundo y tercer cordón del Conurbano Bonaerense. La primera operación del CCLIP tendrá como objetivo la ampliación de los servicios de saneamiento, contar con una mayor disponibilidad de agua potable y mejorar las condiciones medio ambientales del Río de la Plata (RdP), mediante el incremento de la dilución de la descarga de aguas residuales.",es,2
XI-IATI-IADB-AR-L1179,1,1,"The objective of this operation is to improve the habitability of households located in shantytowns and unregulated settlements in the country. This proposed third individual operation is framed by the CCLIP, which aims to improve the quality of life and contribute to the urban and social inclusion of Argentine households in the poorest segments of the population",en,1
XI-IATI-IADB-AR-L1179,1,1,"El objetivo específico de esta operación es mejorar las condiciones de habitabilidad de los hogares residentes en villas y asentamientos irregulares del país. Esta tercera operación individual propuesta se enmarca en el CCLIP, cuya finalidad es mejorar la calidad de vida y contribuir a la inclusión urbana y social de los hogares argentinos de los segmentos más pobres de la población.",es,2
XI-IATI-IADB-AR-L1416,1,1,The general objective of the operation is to improve the efficiency of tax collection in Argentina. Specific objectives include: a) strengthen ARCA's organizational structure; b) support the improvement of the digital maturity of the tax and customs administration; c) support the strengthening of ARCA's human talent.,en,1
XI-IATI-IADB-AR-L1416,1,1,El objetivo general de la operación es mejorar la eficienvcia de la recaudación tributaria en Argentina. Los objetivos especificos incluyen: a) fortalecer la estructura organizacional de ARCA; b) apoyar la mejora de la madurez digital de la administracion tributaria y aduanera; c) apoyar el fortalecimiento del talento humano de ARCA.,es,2
XI-IATI-IADB-AR-L1111,1,1,"To strengthen the technological development in key sectors for sustainable national development and strengthening the National Innovation System. OBE: Expand investment in R + D + I in the areas of sustainable energy, health, agribusiness and social programs, as well as new areas identified by the GOA. Specific Objective: Expand investment in R + D + I in the areas of sustainable energy, health, agribusiness and social programs, as well as new areas identified by the GOA.",en,1
XI-IATI-IADB-AR-L1111,1,1,"Fortalecer el desarrollo tecnológico en sectores clave para el desarrollo sostenible del país y el fortalecimiento del Sistema Nacional de Innovación. ObE: Expandir la inversión en I+D+I en los sectores de energía sostenible, salud, agroindustria y programas sociales, así como en nuevos sectores identificados por el GOA. Objetivo Específico: Expandir la inversión en I+D+I en los sectores de energía sostenible, salud, agroindustria y programas sociales, así como en nuevos sectores identificados por el GOA.",es,2
XI-IATI-IADB-AR-L1120,1,1,"This Program contributes towards rural regional economies development, trough enhancing their competitiveness and agricultural exports participation. Purpose of the second individual operation of CCLIP is to enhance agricultural productivity, reducing agricultural losses and/or increase of agricultural sales from the ruarl producers benefetid by the projects involved in the areas of basic infrastructure, agricultural services and agribusinesses.",en,1
XI-IATI-IADB-AR-L1120,1,1,"El Programa contribuye al desarrollo de las economías rurales regionales, mediante el aumento de su competitividad y participación en las exportaciones agropecuarias. El propósito de la segunda operación individual del CCLIP es propiciar el aumento de la productividad agropecuaria, la disminución de pérdidas y/o el aumento de las ventas de los productores beneficiarios de los proyectos involucrados en las áreas de infrestructura básica, servicios agrícolas y negocios agroalimentarios.",es,2
XI-IATI-IADB-AR-L1295,1,1,"The overall objective of the Conditional Credit Line for Investment Projects (CCLIP) is to help enhance cross-border integration between Chile and Argentina by reducing travel times and transportation costs on the Cristo Redentor System Corridor (CRSC) through the provision of transportation infrastructure and a border integration system to facilitate regional connectivity.The specific objective of the second operation is to improve service quality on the CRSC by reducing travel times and transportation costs. This will be achieved by expanding the Caracoles Tunnel, retrofitting the Cristo Redentor Tunnel, constructing bypass roads in urban areas, implementing rehabilitation of works, expanding capacity, improving road safety, and implementing a corridor management system.",en,1
XI-IATI-IADB-AR-L1295,1,1,"El objetivo general de la CCLIP es contribuir a mejorar la integración transfronteriza entre Chiley Argentina, reduciendo los tiempos y costos de transporte en el Corredor Sistema Cristo Redentor (CSCR), mediante la provisión de infraestructura de transporte y de un sistema de integración fronteriza que facilite la conectividad a nivel regional.El objetivo específico de esta operación es mejorar la calidad de servicio en el CSCR, reduciendo los tiempos y costos detransporte, a través de la ampliación del Túnel Caracoles (TCa) y la refuncionalización del Túnel Cristo Redentor (TCR),variantes en áreas urbanas, obras de rehabilitación, ampliación de capacidad y seguridad; y sistema de gestión delcorredor",es,2
XI-IATI-IADB-AR-L1267,1,1,"The general objectives of the project are to: (i) help increase productivity through the provision of rail infrastructure, thereby improving the quality and capacity of the public transportation service in the northwestern corridor of the Buenos Aires Metropolitan Area (AMBA); (ii) help mitigate the effects of climate change; and (iii) help reduce social inequality by providing quality transportation services to vulnerable groups.
The project's specific objective is to improve the quality of public transportation through the renovation and electrification of the passenger rail service of the General San Martín Railroad (FCSM) in the section between the Retiro and Pilar stations, which will reduce travel times, improve the reliability of service, and decrease greenhouse gas emissions.",en,1
XI-IATI-IADB-AR-L1267,1,1,"Los objetivos generales del proyecto son: (i) contribuir al aumento de la productividad a través de la provisión de infraestructura ferroviaria, mejorando la calidad y capacidad del servicio de transporte público en el corredor
noroeste del Área Metropolitana de Buenos Aires (AMBA); (ii) contribuir a la mitigación de los efectos del cambio climático; y (iii) contribuir a la reducción de la desigualdad social proveyendo servicios de transporte de calidad a grupos vulnerables. El objetivo específico del proyecto es mejorar la calidad del transporte público a través de la readecuación y electrificación del servicio ferroviario del Ferrocarril General San Martín (FCSM) en el tramo comprendido entre las estaciones Retiro y Pilar, que resultará en una reducción de los tiempos de viaje, una mejora de la confiabilidad del servicio y una disminución de las emisiones de gases de efecto invernadero.",es,2
XI-IATI-IADB-AR-L1098,1,1,To streamline the Social Expenditure of income transfer programs of the Social Protection System in both its contributory system as in the non-contributory.,en,1
XI-IATI-IADB-AR-L1098,1,1,Racionalizar el Gasto Social de los Programas de Transferencia de Ingreso del Sistema de Protección Social tanto en su sistema contributivo como en el no contributivo.,es,2
XI-IATI-IADB-AR-L1106,1,1,"The Project's goals are to consolidate the productive and tourism sectors development, through the strengthening and expansion of the public economic infrastructure and the good practices applied in their management.",en,1
XI-IATI-IADB-AR-L1106,1,1,Consolidar el proceso de desarrollo de los sectores productivo y turístico a través del fortalecimiento y expansión de la infraestructura económica pública y las buenas prácticas de manejo aplicadas en su gestión.,es,2
XI-IATI-IADB-AR-L1247,1,1,"The program's general objective is to increase the influence of economic policy on
medium- and long-term sector policies. The specific objectives are to: (i) improve the economic policy-making process by
strengthening related technical capabilities; and (ii) improve coordination between the Ministry of Finance (MHyFP) and
the sector ministries in the development of medium- and long-term sector policies.",en,1
XI-IATI-IADB-AR-L1247,1,1,"El objetivo general del programa es lograr una mayor incidencia de la política
económica en las políticas sectoriales de mediano y largo plazo. Los objetivos específicos son: (i) mejora del proceso de
elaboración de política económica fortaleciendo las capacidades técnicas asociadas a ello; y (ii) mejora de la
coordinación entre el MHyFP y los ministerios sectoriales en lo referido a la elaboración de políticas sectoriales de
mediano y largo plazo.",es,2
XI-IATI-IADB-AR-L1019,1,1,"The CCLIP and the Individual Loan will contribute to the sustainable improvement of the habitat of the families living in irregular neighborhoods with severe deficiencies in public infrastructure, and do not enjoy ownership of the properties in which they live. The CCLIP and the Individual Loan will have four components: i) Public infrastructure and equipment; ii) Land tenure legalization; iii) Increase of social and human capital; and iv) Institutional strengthening at national and local levels.",en,1
XI-IATI-IADB-AR-L1019,1,1,"El objetivo del programa es mejorar la calidad de vida de la población con necesidades básicas insatisfechas y bajos ingresos, asentada en barrios de aglomerados urbanos, con carencia de infraestructura básica de servicios y equipamiento comunitario, deficiencias severas de vivienda, y problemas ambientales y de regularización dominial.",es,2
XI-IATI-IADB-AR-L1341,1,1,Improve the quality of life and contribute to the urban and social inclusion of Argentine households of the poorest segments of the population residing in villages and informal settlements,en,1
XI-IATI-IADB-AR-L1341,1,1,mejorar la calidad de vida y contribuir a la inclusión urbana y social de los hogares argentinos de los segmentos más pobres de la población que residen en villas y asentamientos irregulares.,es,2
XI-IATI-IADB-AR-L1026,1,1,To promote policies and practice in cleaner production and ecoefficiency in S&MEs in Argentina and improve environmental management and rehabilitation in the mining sector.,en,1
XI-IATI-IADB-AR-L1026,1,1,"La operación buscará contribuir al desarrollo sostenible de la actividad productiva en Argentina con dos objetivos principales: (1) promover la adopción de prácticas de producción limpia y consumo sustentable en el sector productivo, en especial la pequeña y mediana empresa; y (2) fortalecer la gestión ambiental del sector minero con enfoque en mejorar la calidad de vida de los pequeños productores y las comunidades que viven en las regiones mineras.",es,2
XI-IATI-IADB-AR-L1035,1,1,"The aim of the program is to increase the efficiency, optical allocation, and the productivity of the public investment that contributes to the economic and social developments of the country through the elaboration of general and specific pre-investment studies. The program has two components: (i) the preparation of pre-investment studies (specific pre-feasibility studies, feasibility and final draws of projects that respond to the strategy and the priorities established by the authorities and general studies) and general studies, including global and sectorial studies that will assist in the identification of specific projects or in the analysis of alternatives for decision making about the opportunities and conveniences of analyzing an operation; and (ii) support of studies' management, including consultancies to support the identification of ideas or the preparation of TORs of projects or pre-investment programs.",en,1
XI-IATI-IADB-AR-L1035,1,1,"El Programa tendrá como objetivo general aumentar la porductividad de la inversión pública nacional y provincial para contriuir al desarrollo económico y social del país, mediante la elaboración de estudiois generales y específicos de preinversión, contribuyendo a optimizar la eficiencia y la productividad del capital social básico y la infraestructura, las vinculaciones científicas y tecnolígicas, el desarrollo exportador, la competitividad internacional del pais a mediano y largo plazo, la infraestructura energética y de servicios, el desarrollo regional, local y sectorial y el aprovechamiento de los recursos inexplotados o subexplotados que coadyuven a tal objetivo respetando los parámetros de un desarrollo ambiental sustentable.",es,2
XI-IATI-IADB-AR-L1377,1,1,Contribute to the enhancement of early literacy and to strengthening coordination between the national and subnational levels in education.,en,1
XI-IATI-IADB-AR-L1377,1,1,Contribuir a la mejora de la alfabetización inicial y al fortalecimiento de la coordinación entre el nivel nacional y subnacional en educación.,es,2
XI-IATI-IADB-AR-L1249,1,1,To contribute to increased financial service access and use for households and businesses through: (i) implementation of the National Financial Inclusion Strategy; and (ii) increased access to credit for micro and small enterprises (MSEs),en,1
XI-IATI-IADB-AR-L1249,1,1,contribuir a incrementar el acceso y uso de servicios financieros para hogares y empresas a través de: (i) implementar la Estrategia Nacional de Inclusión Financiera; e (ii) incrementar el acceso a crédito de Micro y Pequeñas Empresas (MyPE).,es,2
XI-IATI-IADB-AR-L1306,1,1,"Promote social and urban integration of the country's vulnerable neighborhoods, prioritizing those included in the National Registry of Informal Neighborhoods (RENABAP).",en,1
XI-IATI-IADB-AR-L1306,1,1,"Promover la integración social y urbana de los barrios vulnerables del país, priorizando aquellos comprendidos dentro del Registro Nacional de Barrios Populares (RENABAP).",es,2
XI-IATI-IADB-AR-L1358,1,1,Expand access to and effective coverage of health services for the population with exclusive public coverage.,en,1
XI-IATI-IADB-AR-L1358,1,1,Ampliar el acceso y la cobertura efectiva de los servicios de salud para la poblacion con cobertura publica exclusiva.,es,2
XI-IATI-IADB-AR-L1280,1,1,"The general objective of the project is to promote the efficiency in theproduction and use of energy in Argentina. The specific objectives are: (i) increase Small and MediumEnterprises (SME) (defined as per Argentine's government classification) investments in RenewableEnergy (RE) and Energy Efficiency (EE), by providing access to medium and long-term finance; and(ii) contribute to the reduction of Greenhouse Gas (GHG) emissions.",en,1
