activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,provider_org_ref,provider_org_name,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_type,receiver_org_activity_id,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian,recipient_region
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,,2,2020-01-01,274000.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,,11,2020-01-01,133570.9000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,,11,2020-01-01,139439.9000,USD,2020-01-01,,,Germany,,XM-DAC-928,World Health Organization,40,,,10,,3,,,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,,4,2021-12-31,10965.5000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,,4,2021-12-31,122605.4000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,,4,2021-12-31,139439.9000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG02,,2,2020-01-01,200.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,,2,2020-01-01,29800.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,,11,2020-01-01,29464.1000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,,4,2021-12-31,29464.1000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,,2,2020-01-01,248550.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,,11,2020-01-01,97327.5000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,,11,2020-01-01,151212.5000,USD,2020-01-01,,GB-GOV-1,"Department for International Development (DFID), United Kingdom",10,XM-DAC-928,World Health Organization,40,,,10,,3,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,,4,2021-12-31,13247.8000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,,4,2021-12-31,1955.8000,USD,2021-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,,4,2021-12-31,151212.5000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,,4,2021-12-31,59719.8000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,,4,2021-12-31,22404.1000,USD,2021-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,,2,2020-01-01,14450.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,,11,2020-01-01,13706.1000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,,4,2021-12-31,13703.6000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,,4,2021-12-31,2.5000,USD,2021-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,,2,2020-01-01,34900.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,,11,2020-01-01,34851.4000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,,4,2021-12-31,34851.4000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,,2,2020-01-01,4500.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,,11,2020-01-01,4499.7000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,,4,2021-12-31,2356.8000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,,4,2021-12-31,120.9000,USD,2021-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,,4,2021-12-31,405.3000,USD,2021-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,,4,2021-12-31,1109.4000,USD,2021-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,,3,2021-12-31,507.2000,USD,2021-12-31,Transfers and grants to counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,,2,2020-01-01,269700.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,,11,2020-01-01,269610.1000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,,4,2021-12-31,269610.1000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,2,2020-01-01,3629578.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,11,2020-01-01,199995.1000,USD,2020-01-01,,,Canada,,XM-DAC-928,World Health Organization,40,,,10,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,11,2020-01-01,299496.2000,USD,2020-01-01,,,Azerbaijan,,XM-DAC-928,World Health Organization,40,,,10,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,11,2020-01-01,2743518.8000,USD,2020-01-01,,,Germany,,XM-DAC-928,World Health Organization,40,,,10,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,11,2020-01-01,134822.8000,USD,2020-01-01,,,Spain,,XM-DAC-928,World Health Organization,40,,,10,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,11,2020-01-01,235452.3000,USD,2020-01-01,,GB-GOV-1,"Department for International Development (DFID), United Kingdom",10,XM-DAC-928,World Health Organization,40,,,10,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,4,2021-12-31,1224680.7000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,4,2021-12-31,41923.3000,USD,2021-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,4,2021-12-31,11783.4000,USD,2021-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,4,2021-12-31,334584.4000,USD,2021-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,4,2021-12-31,335452.7000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,3,2021-12-31,1621182.7000,USD,2021-12-31,Transfers and grants to counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,3,,true,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,,4,2021-12-31,43635.2000,USD,2021-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,2,2022-01-01,675932.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,11,2022-01-01,262119.7000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,11,2022-01-01,17843.1000,USD,2022-01-01,,,European Commission,,XM-DAC-928,World Health Organization,40,,,30,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,11,2022-01-01,279375.9000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,4,2023-12-31,12730.4000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,4,2023-12-31,241178.9000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,4,2023-12-31,6135.0000,USD,2023-12-31,"Equipment, Vehicles and Furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,4,2023-12-31,2368.5000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,4,2023-12-31,1309.6000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,4,2023-12-31,238138.2000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,3,2023-12-31,2323.3000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,4,2023-12-31,49998.0000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,,4,2023-12-31,5112.7000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,2,2022-01-01,878100.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,11,2022-01-01,13183.2000,USD,2022-01-01,,,Germany,,XM-DAC-928,World Health Organization,40,,,10,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,11,2022-01-01,172250.0000,USD,2022-01-01,,,Norway,,XM-DAC-928,World Health Organization,40,,,10,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,11,2022-01-01,291049.0000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,11,2022-01-01,47098.3000,USD,2022-01-01,,,United Nations Fund for International Partnerships (UNFIP),,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,11,2022-01-01,142172.5000,USD,2022-01-01,,XM-DAC-41110,Joint United Nations Programme on HIV/AIDS (UNAIDS),40,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,11,2022-01-01,29962.0000,USD,2022-01-01,,,"AO Foundation, Switzerland",,XM-DAC-928,World Health Organization,40,,,30,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,11,2022-01-01,10000.0000,USD,2022-01-01,,,World Psychiatric Association (WPA),,XM-DAC-928,World Health Organization,40,,,30,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,11,2022-01-01,10000.0000,USD,2022-01-01,,DAC-1601,Bill &amp; Melinda Gates Foundation,60,XM-DAC-928,World Health Organization,40,,,30,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,11,2022-01-01,106075.0000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,94896.4000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,176693.9000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,124629.1000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,593.5000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,366.4000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,475.7000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,200.4000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,37.7000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,915.9000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,62842.2000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,248631.2000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,3,2023-12-31,12190.6000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,3,2023-12-31,531.5000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,3,2023-12-31,32582.7000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,10599.8000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,29051.9000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,,4,2023-12-31,25601.3000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,2,2022-01-01,371244.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,11,2022-01-01,24190.7000,USD,2022-01-01,,,United Kingdom of Great Britain and Northern Ireland,,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,11,2022-01-01,137071.6000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,11,2022-01-01,145721.0000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,30,,3,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,11,2022-01-01,14477.2000,USD,2022-01-01,,,European Commission,,XM-DAC-928,World Health Organization,40,,,30,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,105358.7000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,14477.2000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,11647.2000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,2772.6000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,25630.9000,USD,2023-12-31,"Equipment, Vehicles and Furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,39.2000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,11.8000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,1061.4000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,517.0000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,325.0000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,102058.0000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,3,2023-12-31,21891.1000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,3,2023-12-31,14164.6000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,3,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,3,2023-12-31,21053.8000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,4,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,402.2000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,,4,2023-12-31,49.8000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,,2,2022-01-01,32752.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,,11,2022-01-01,3029.9000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,,11,2022-01-01,15588.6000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG05,,4,2023-12-31,18618.5000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.002.AM01.ARG01,,2,2022-01-01,6664.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-01.002.AM01.ARG01,,11,2022-01-01,4735.9000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-01.002.AM01.ARG01,,4,2023-12-31,4735.9000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,,2,2022-01-01,20816.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,,11,2022-01-01,16100.5000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,,4,2023-12-31,15829.6000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG01,,4,2023-12-31,270.9000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,2,2022-01-01,74538.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,11,2022-01-01,39.0000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,11,2022-01-01,57000.0000,USD,2022-01-01,,US-USAGOV,"Centers for Disease Control and Prevention (CDC), United States of America",10,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,11,2022-01-01,7101.3000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,4,2023-12-31,56032.5000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,4,2023-12-31,657.2000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,4,2023-12-31,39.0000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,4,2023-12-31,150.9000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,4,2023-12-31,945.4000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,3,2023-12-31,813.9000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,4,,,
